ID,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
688b43e3e,3785000.0,,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,3785000.0,,3785000.0,,3785000.0,3785000.0,3785000.0,,,,,,,,,,,,,3785000.0
689b4ad06,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,700000.0
689c3d05b,,,187000.0,,,,,,,,,,,,187000.0,,187000.0,,,,,,,187000.0,187000.0,,,,,,187000.0,187000.0,,,,,,187000.0,187000.0
68a207211,,,,,,,,,,,490000.0,,,,,,,490000.0,,,,,,,,,,490000.0,,,,,,,,,,,490000.0
68aa985f1,,,,,,,70000.0,70000.0,,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0
68b7bae10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b7da807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b943d55,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,2000000.0
68e054f14,,,,4800000.0,,,,4800000.0,,,,,,,,4800000.0,4800000.0,,,4800000.0,4800000.0,,,,4800000.0,4800000.0,,,,4800000.0,4800000.0,,,,,,,,4800000.0
68f95354a,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,2000000.0,,2000000.0
6908610f4,1700000.0,,,1700000.0,1700000.0,1700000.0,,,,,,,1700000.0,,,1700000.0,,,,1700000.0,1700000.0,,,,1700000.0,,,1700000.0,,,,1700000.0,1700000.0,1700000.0,,1700000.0,,,1700000.0
690cba66d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69193b7ee,,3600000.0,3600000.0,,,,3600000.0,3600000.0,,,,3600000.0,3600000.0,,3600000.0,,3600000.0,,3600000.0,3600000.0,3600000.0,3600000.0,,,,3600000.0,,,,,,,,,,,,,3600000.0
69214251a,,35000000.0,,,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,,35000000.0,,,35000000.0,35000000.0,,35000000.0,,35000000.0,,,,,,,35000000.0,,35000000.0,35000000.0,35000000.0,,35000000.0,,,,,,,35000000.0
6930503a5,20000000.0,20000000.0,20000000.0,,,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,20000000.0
693802083,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,,,1223000.0,1223000.0,1223000.0,,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,1223000.0,,1223000.0,1223000.0
693c167b6,5200000.0,,,,,5200000.0,,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,,5200000.0,,5200000.0,,,,,,,,5200000.0
694805326,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,4000000.0,4000000.0,4000000.0,,,4000000.0,4000000.0,,,,4000000.0
694afd08f,,,,800000.0,,,,,,,,,800000.0,,,,,,800000.0,,800000.0,,,,,,800000.0,,,800000.0,,,,800000.0,800000.0,800000.0,,,800000.0
695a2b76f,2133333.34,2133333.34,2133333.34,2133333.34,2133333.34,,2133333.34,,2133333.34,2133333.34,2133333.34,,,,2133333.34,,,2133333.34,2133333.34,,2133333.34,,2133333.34,,2133333.34,2133333.34,,,,2133333.34,,2133333.34,2133333.34,,,2133333.34,2133333.34,,2133333.34
696026cf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69997e2e9,,,,,,2000000.0,,,,,2000000.0,,,2000000.0,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,2000000.0
69a08f161,48000.0,,,,48000.0,,48000.0,48000.0,,48000.0,,,48000.0,,48000.0,48000.0,,,,,48000.0,,48000.0,,48000.0,,48000.0,48000.0,,,,,48000.0,,,,,,48000.0
69b29a190,10000000.0,,,,,,,,,,,10000000.0,,10000000.0,,,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,,,10000000.0,,,,10000000.0,,10000000.0,,,,,,,,10000000.0
69cef02a8,,,,500000.0,,,,,,500000.0,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,472000.0,,500000.0
6a006812a,,,40000.0,,,,,,,40000.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0
6a230cf2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a2a604f5,,,,,,,,,20000000.0,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,20000000.0
6a330385f,2000000.0,2000000.0,,,,,,,,,,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,,,,,2000000.0,,,2000000.0,,,,,2000000.0,,2000000.0,2000000.0,2000000.0,,,2000000.0
6a359cc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a39625c6,10879000.0,10879000.0,10879000.0,,,10879000.0,10879000.0,10879000.0,10879000.0,,,10879000.0,10879000.0,10879000.0,10879000.0,10879000.0,,10879000.0,,,10879000.0,10879000.0,10879000.0,,10879000.0,10879000.0,10879000.0,10879000.0,,10879000.0,10879000.0,10879000.0,10879000.0,10879000.0,10879000.0,,,,10879000.0
6a42ec8a3,,,,,,,,,,,,,,,,,,9040000.0,,,,,,,,9040000.0,,9040000.0,,,,,,,,,,,9040000.0
6a47064b3,,,,,,,,,,,,,,,,,,,,,100000.0,100000.0,,,,,,,,,,,,,,,,,100000.0
6a555c3f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a57ab435,3000000.0,,,,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,3000000.0
6a599ff32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a6e77309,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,2000000.0,,,,,,,,,,2000000.0
6a70d4ff7,,1000000.0,1000000.0,,,1000000.0,,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0
6a98d05cd,300000.0,,,,,,,,,,,,,,,300000.0,,,300000.0,300000.0,,,,,300000.0,,,300000.0,,,,,,300000.0,300000.0,,300000.0,,300000.0
6aaaf65cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ab034579,,,,,,,,,,,,,,,,,,,,560000.0,560000.0,,,560000.0,,,,,,,,,,,,,,,560000.0
6ab247a6c,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,,3736666.66,3736666.66,,,,,,,,3736666.66,3736666.66,3736666.66,3736666.66,,,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,3736666.66,,,3736666.66,3736666.66,3736666.66,3736666.66
6ac1e02a3,,,,,,790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790000.0
6ad36f579,,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,10000000.0,,,10000000.0,,,,,,,,,,,,,10000000.0
6adb915ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ae53fd00,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,1200000.0
6aebc2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aedd2ab2,1451428.58,,1451428.58,,,,,,,,1451428.58,,1451428.58,,,,1451428.58,,1451428.58,,,1451428.58,1451428.58,1451428.58,,,1451428.58,1451428.58,,1451428.58,1451428.58,1451428.58,,,,,,,1451428.58
6b196a980,,,,700000.0,,700000.0,,,,,,,,,,700000.0,,700000.0,,,700000.0,700000.0,,,,,700000.0,,,,,700000.0,700000.0,,,,,,700000.0
6b1e6062d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b268a883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b287519f,,2600000.0,,2600000.0,,,,2600000.0,2600000.0,2600000.0,,,,2600000.0,,2600000.0,,2600000.0,2600000.0,,,2600000.0,,,,2600000.0,2600000.0,2600000.0,,,,,,2600000.0,,,,,2600000.0
6b29872c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,
6b32d4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3d6bb77,,,,,,,,,,,,,15000000.0,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,15000000.0
6b42c4d95,,,,,,,8000000.0,8000000.0,8000000.0,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0
6b4732980,900000.0,900000.0,900000.0,900000.0,900000.0,,900000.0,900000.0,900000.0,,900000.0,,900000.0,,,,900000.0,900000.0,,900000.0,900000.0,,,900000.0,,900000.0,,,,,,900000.0,,,,,,,900000.0
6b5a0e22a,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
6b5ac5bbf,,,,,1200000.0,,1200000.0,,1200000.0,,1200000.0,,1200000.0,1200000.0,,,1200000.0,,,,1200000.0,1200000.0,1200000.0,,1200000.0,1200000.0,,,,,,,,,,,,,1200000.0
6b5ca6b5a,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0
6b7824c4b,744000.0,,,744000.0,744000.0,744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744000.0
6b8404879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b889a750,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,1427333.34,,,1427333.34,1427333.34,1427333.34,,1427333.34,1427333.34,1427333.34,,1427333.34
6b8a6ed3f,,,,,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
6b9213f77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ba27f212,600000.0,,,600000.0,600000.0,,,600000.0,,600000.0,,600000.0,600000.0,,,,,600000.0,600000.0,,,,,,,600000.0,600000.0,600000.0,600000.0,600000.0,,,,600000.0,600000.0,,,,600000.0
6bb903fd7,1000000.0,,,,,,1000000.0,1000000.0,,,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,,,,,,,,,,,,,,,,,,,1000000.0
6bc0b1b8e,,6678000.0,6678000.0,,,,,,,6678000.0,,,,,,,,,,6678000.0,,,,6678000.0,,,,,,,,,,,6678000.0,6678000.0,,,6678000.0
6bce4c8a1,,,,,,,,,6000000.0,,,,,6000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,6000000.0
6bd1cb9c6,,,,,,,,,302000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302000.0
6bd68c4ec,,,,,,,2000000.0,,,2000000.0,,2000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
6bdccaede,,,,,4000000.0,4000000.0,,,4000000.0,4000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,4000000.0,,,,,,,4000000.0,,4000000.0,,,,,,,,,,,,,,4000000.0
6be11f935,,8000000.0,,8000000.0,,,,,,8000000.0,,8000000.0,,8000000.0,,8000000.0,,8000000.0,8000000.0,,,8000000.0,,,,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,,,,,,,,8000000.0
6be57fab0,,14766000.0,14766000.0,,,14766000.0,14766000.0,,,,,,,14766000.0,14766000.0,,,,,,14766000.0,,,,,,,,,,,,,,,,,,14766000.0
6bf5e2d6f,40000.0,,,,40000.0,,,,,,,,40000.0,40000.0,40000.0,,,40000.0,,40000.0,,40000.0,40000.0,,,,,,,40000.0,,,,,,,40000.0,40000.0,40000.0
6c04dad07,400000.0,,400000.0,,,,,400000.0,400000.0,,400000.0,,,400000.0,,400000.0,400000.0,,400000.0,400000.0,,,400000.0,,,400000.0,400000.0,,,,,400000.0,,,400000.0,400000.0,400000.0,,400000.0
6c0b0fe9a,,5000000.0,,5000000.0,5000000.0,,,,,,,,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,5000000.0,,,,,5000000.0,,,,,,,,,,5000000.0
6c39a62ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,3000000.0
6c3e1469b,,,1850000.0,,1850000.0,,1850000.0,,,,,,,1850000.0,,,,,,1850000.0,,,,,,,,,,,,,,,,,,,1850000.0
6c4516713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c6021df2,,,,,2500000.0,,,2500000.0,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,2500000.0,,,,2500000.0
6c664455c,35000000.0,35000000.0,,,35000000.0,35000000.0,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0
6c6b070f2,,214000.0,214000.0,,,214000.0,214000.0,,,,,,214000.0,,214000.0,214000.0,214000.0,,,,,,,,,,,,,,,,,,,,,,214000.0
6c71f4f83,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,7000000.0,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0
6c728474a,,,,,,4000000.0,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,4000000.0
6c827a22e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c8fd82b1,,,,10800000.0,10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,,,,,10800000.0
6ca5f9857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cab18eaf,2600000.0,,,,,,2600000.0,,,2600000.0,2600000.0,2600000.0,2600000.0,,2600000.0,,,2600000.0,2600000.0,2600000.0,,,,,,,,,,,,,,,,,,,2600000.0
6cb13cb0a,4000000.0,4000000.0,4000000.0,4000000.0,,4000000.0,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,4000000.0,4000000.0,,,4000000.0
6cb6315f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730000.0,,,1730000.0,,,,,,,1730000.0
6cc40536c,67500.0,,,,67500.0,,,,,,,,,,67500.0,,67500.0,,,,,67500.0,67500.0,,,,,67500.0,67500.0,67500.0,,,,,,,,,67500.0
6ccabb717,,105000.0,105000.0,105000.0,,,,,105000.0,,,105000.0,,105000.0,,105000.0,,,105000.0,,,,,,,105000.0,,,,,105000.0,,,,,,,,105000.0
6cd12f30b,,,13600000.0,13600000.0,13600000.0,,13600000.0,,,13600000.0,13600000.0,,,,,,,,,,,,,,,,13600000.0,,13600000.0,,,,,,,,,,13600000.0
6cd241e45,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0
6cec39e52,,,,236666.66,,,236666.66,,236666.66,,236666.66,,,236666.66,,,,,,,236666.66,,,,,236666.66,,,,,,,,,,,,200000.0,236666.66
6cf4b79b1,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,4752000.0,,4752000.0,,4752000.0,4752000.0,4752000.0,,,,,,,,,,,,,,,,,,,,,,4752000.0
6d1885023,,,,,13000000.0,13000000.0,13000000.0,,,13000000.0,13000000.0,13000000.0,,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,13000000.0
6d284cc06,20000000.0,20000000.0,20000000.0,20000000.0,,,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,20000000.0
6d3635311,,,,,,,4200000.0,,,4200000.0,4200000.0,,,,,,,4200000.0,4200000.0,,,,,,,,,,,,,,,,,,,,4200000.0
6d44b1a24,,3358333.34,3358333.34,,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,,,3358333.34,3358333.34,3358333.34,3358333.34,,,3358333.34,3358333.34,3358333.34,3358333.34,3358333.34,,3358333.34,,,3358333.34,3358333.34,3358333.34,3358333.34
6d486ea36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d4e9cafc,3800000.0,3800000.0,3800000.0,,3800000.0,3800000.0,3800000.0,,,3800000.0,3800000.0,3800000.0,,3800000.0,,3800000.0,3800000.0,,3800000.0,,,3800000.0,3800000.0,3800000.0,,3800000.0,3800000.0,,,,3800000.0,3800000.0,,3800000.0,,,,,3800000.0
6d589eccd,,,,,,,,2000000.0,,,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,,2000000.0,,2000000.0,2000000.0,,,,,,,,,,,,,,,,2000000.0
6d59132a7,,2060000.0,,,,,,2060000.0,,,,,,,,2060000.0,2060000.0,,,,,,,,2060000.0,,2060000.0,,,,,,,,,,,,2060000.0
6d69f7116,40000000.0,40000000.0,,,,40000000.0,40000000.0,40000000.0,40000000.0,,,40000000.0,40000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0
6d709218d,,,1790000.0,,,,,,,,,,1790000.0,1790000.0,,,,,,,,1790000.0,,,,,12240000.0,,,,,,,,,,,,1790000.0
6d7eca906,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,500000.0,,,,,,,,,,,,,500000.0
6d8f00c09,,,,1800000.0,,1800000.0,,1800000.0,,,,,,,,,,,1800000.0,1800000.0,,,,,,,,,1800000.0,,,,,,,,,,1800000.0
6d93dcb5f,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,1060000.0,,,1060000.0,,,,,,,,,,,,,,,,,,,,,,,,,1060000.0
6daf059cb,,,,11500000.0,,,,,,,,,11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,11500000.0
6db4bc9a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20666666.66,,,,,,,,,,20666666.66
6dbe5b7ae,,,,,,22200000.0,22200000.0,,,,,,,,22200000.0,22200000.0,,,22200000.0,22200000.0,,,22200000.0,22200000.0,,22200000.0,,,,,,,,,,,,,22200000.0
6dce9cb7f,,100000.0,100000.0,100000.0,100000.0,,100000.0,100000.0,,100000.0,,,,100000.0,,100000.0,100000.0,,100000.0,,100000.0,100000.0,,100000.0,100000.0,,,100000.0,,,100000.0,,,100000.0,100000.0,,,,100000.0
6de691165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6de7d4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dfee0436,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0,,,4000000.0,,4000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,,,4000000.0,4000000.0,,4000000.0,4000000.0,,,,,,4000000.0,4000000.0,,,4000000.0,4000000.0,4000000.0,,,4000000.0
6e049ed9f,20000000.0,20000000.0,,,20000000.0,,,,20000000.0,20000000.0,,,20000000.0,,20000000.0,20000000.0,,,20000000.0,,,,,,,,,20000000.0,,,,,,,20000000.0,,,,20000000.0
6e0c796e4,,500000.0,500000.0,,500000.0,500000.0,,,,,,500000.0,500000.0,500000.0,,,,,,500000.0,,,,,,,,,500000.0,,,,,,,,,,500000.0
6e0fe53fe,110000.0,,,,,110000.0,,110000.0,,110000.0,110000.0,,,110000.0,,,,,,110000.0,110000.0,,,110000.0,110000.0,,,,,,110000.0,,110000.0,,,,,,110000.0
6e25d6011,400000.0,,,400000.0,400000.0,,,,,,400000.0,400000.0,,,,,,400000.0,,400000.0,400000.0,400000.0,,,400000.0,,,,,,,,,,,400000.0,,,400000.0
6e285711a,,,,,1500000.0,,1500000.0,,,,,,1500000.0,,,1500000.0,,,,1500000.0,1500000.0,1500000.0,,,,,,,,1500000.0,,,,,,,,,1500000.0
6e38fc94a,,200000.0,200000.0,,,,200000.0,200000.0,,,200000.0,200000.0,200000.0,,,,,200000.0,,,200000.0,,200000.0,,200000.0,,,200000.0,,,,,,,200000.0,,,,200000.0
6e51df6c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e6cef206,875000.0,875000.0,875000.0,875000.0,875000.0,875000.0,,,,,,,,,,,,,,,,,,,875000.0,,,,,,,,,875000.0,,,,,875000.0
6e77252d4,,600000.0,600000.0,600000.0,,,,,,600000.0,,600000.0,,600000.0,,600000.0,,,600000.0,600000.0,,,,600000.0,600000.0,,,600000.0,600000.0,,,,,,,,,,600000.0
6e8604d2f,,,,,3000000.0,,,,,,,,,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,3000000.0
6e9ff6a24,,204000.0,204000.0,,,,,204000.0,204000.0,,204000.0,204000.0,204000.0,204000.0,,,,204000.0,,204000.0,204000.0,,204000.0,,,204000.0,,204000.0,204000.0,,,,,204000.0,,204000.0,,204000.0,204000.0
6ea194260,,598000.0,,,,,,,,598000.0,,,,598000.0,598000.0,,,,,,,,,,,,,,,,,,,,,,,,598000.0
6ea96d650,,,120000.0,120000.0,,,120000.0,120000.0,,,,,,120000.0,,120000.0,120000.0,120000.0,,,,,,,,,,,,,,,,,,,,,120000.0
6ebe6b919,,,,1040000.0,,,,,,,,,,1040000.0,1040000.0,1040000.0,,,,1040000.0,,1040000.0,,,,,,,,,,,,,,,,,1040000.0
6ecaf9c96,,6000000.0,6000000.0,,,6000000.0,,,,,6000000.0,,,,,,,,6000000.0,,,,,,,,,,,,,,,32000.0,,,,,6000000.0
6edaf114d,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,,2286500.0,2286500.0,2286500.0,2286500.0,,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,2286500.0,,,2286500.0,,,,,,,2286500.0
6ee29b933,,,4000000.0,,4000000.0,,4000000.0,4000000.0,4000000.0,,,4000000.0,,,,,,,,,,,,,,4000000.0,,,,4000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0
6eef0ab17,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,,,,,,,,1000000.0,,,,,,,,,,,,1000000.0
6f177fcf7,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,2000000.0,,2000000.0,,,2000000.0,,,,2000000.0,,,,,,,,,,,2000000.0
6f21c2377,400000.0,,400000.0,,,400000.0,400000.0,,,,400000.0,400000.0,,,400000.0,400000.0,400000.0,,,,,400000.0,,,400000.0,,400000.0,,400000.0,,,400000.0,,,,,,,400000.0
6f28416ae,,,,1736000.0,,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,1736000.0,,1736000.0,,1736000.0,,,,,,,,,64000.0,1736000.0
6f4563c78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f4ba6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f539990c,20000000.0,20000000.0,,20000000.0,,,,,,,,,,,,,,,20000000.0,20000000.0,20000000.0,,,,,,,20000000.0,20000000.0,20000000.0,,,,20000000.0,,,,,20000000.0
6f576fb63,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,20000000.0
6f6308392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f65ade92,,,,362000.0,362000.0,,362000.0,362000.0,362000.0,362000.0,,,,362000.0,,362000.0,362000.0,,362000.0,,,362000.0,,362000.0,362000.0,,,,,362000.0,,362000.0,,362000.0,,362000.0,,,362000.0
6f6f498e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326666.66,,
6f80c2adf,2318285.72,2318285.72,2318285.72,,,2318285.72,,,2318285.72,,2318285.72,2318285.72,2318285.72,2318285.72,,,2318285.72,,2318285.72,,2318285.72,,2318285.72,2318285.72,2318285.72,2318285.72,,,2318285.72,2318285.72,2318285.72,2318285.72,2318285.72,2318285.72,,,20000.0,,2318285.72
6f92136cd,4800000.0,4800000.0,,,,,,,,,,,,,,,,4800000.0,,,,,,,,,,,4800000.0,,,,,,,4800000.0,4800000.0,,4800000.0
6fe308206,,,,19629142.86,19629142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19629142.86
6ff9baaaf,,,,,,300000.0,,,300000.0,300000.0,300000.0,300000.0,,300000.0,,,300000.0,300000.0,300000.0,,,,,,,,,,,,,,,,,,,,300000.0
70066c39a,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,,,2436000.0,,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,2436000.0,,,2436000.0
70131f3dd,,1326666.66,,,,,,,,,,,,,1326666.66,,1326666.66,,,,,,,,,,,,,,,,,,,,,,1326666.66
70362ffc6,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
7050d7542,24000000.0,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0
705555f30,,,,,,,200000.0,200000.0,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,200000.0
707512667,,,,,,,,,,,,,260000.0,,,,,,260000.0,260000.0,,260000.0,,,,,,,,,,,,,,,,,260000.0
7077b2d9e,2038000.0,,2038000.0,2038000.0,2038000.0,2038000.0,,2038000.0,2038000.0,2038000.0,2038000.0,,2038000.0,,,2038000.0,,2038000.0,,,,,,,,,,2038000.0,2038000.0,,,,2038000.0,2038000.0,2038000.0,,2038000.0,2038000.0,2038000.0
708d1b951,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,10000000.0,,,,,,,10000000.0
